City_ID,City,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
555,Knysna,2022-08-10 04:31:04,-34.0363,23.0471,55.24,82,94,3.24,overcast clouds
556,Koumac,2022-08-10 04:31:05,-20.5667,164.2833,71.17,54,7,18.43,clear sky
557,Nampula,2022-08-10 04:31:05,-15.1165,39.2666,64.35,94,40,0.0,mist
558,Tarko-Sale,2022-08-10 04:31:05,64.9225,77.785,65.16,51,14,11.25,few clouds
559,Yatou,2022-08-10 04:31:06,37.15,122.3833,71.94,89,100,6.13,moderate rain
560,Wabash,2022-08-10 04:31:06,40.7978,-85.8205,68.56,94,8,5.01,clear sky
561,Gedinne,2022-08-10 04:31:07,49.9804,4.9367,60.31,75,14,3.98,few clouds
562,Amboasary,2022-08-10 04:31:07,-25.0333,46.3833,68.76,75,14,7.92,few clouds
563,Gebre Guracha,2022-08-10 04:31:08,9.8,38.4,51.85,94,100,1.25,moderate rain
564,Port-Cartier,2022-08-10 04:31:08,50.0334,-66.8654,55.08,65,13,2.68,few clouds
565,Tautira,2022-08-10 04:31:08,-17.7333,-149.15,73.83,80,100,9.51,light rain
566,Prince Rupert,2022-08-10 04:30:28,54.3161,-130.3201,62.29,88,0,13.8,clear sky
567,Kidal,2022-08-10 04:31:09,18.4411,1.4078,81.52,55,22,6.8,few clouds
568,Choctaw,2022-08-10 04:31:09,35.4976,-97.2689,79.12,73,40,0.0,scattered clouds
569,Atasu,2022-08-10 04:31:10,48.6814,71.6433,64.67,68,54,11.99,broken clouds
570,Cambados,2022-08-10 04:31:10,42.5122,-8.8131,68.18,94,0,1.1,clear sky
571,Iqaluit,2022-08-10 04:31:11,63.7506,-68.5145,46.13,81,20,3.44,few clouds
572,Manaia,2022-08-10 04:31:11,-39.55,174.1333,51.89,50,97,8.01,overcast clouds
573,Dvinskoy,2022-08-10 04:31:12,62.1535,45.1175,59.32,73,100,2.91,overcast clouds
574,Kavaratti,2022-08-10 04:31:12,10.5669,72.642,80.74,82,99,21.56,overcast clouds
575,Mortka,2022-08-10 04:31:12,59.3322,66.0214,73.13,65,38,6.42,scattered clouds
576,Ostrovnoy,2022-08-10 04:31:13,68.0531,39.5131,53.87,77,99,12.24,overcast clouds
577,Mountain Home,2022-08-10 04:31:13,43.133,-115.6912,81.88,36,100,10.36,overcast clouds
578,Hochstadt,2022-08-10 04:28:01,49.2475,8.2089,67.55,47,0,5.3,clear sky
579,Provost,2022-08-10 04:30:09,52.3501,-110.2683,59.45,57,27,8.41,scattered clouds
580,Iracoubo,2022-08-10 04:31:14,5.4802,-53.2011,77.25,90,57,10.67,broken clouds
581,Danville,2022-08-10 04:31:15,36.586,-79.395,75.87,91,0,4.61,clear sky
582,Fereydun Kenar,2022-08-10 04:31:15,36.6864,52.5225,75.42,88,100,2.3,overcast clouds
583,Alanya,2022-08-10 04:31:15,36.5438,31.9998,77.13,76,6,2.46,clear sky
584,Alekseyevsk,2022-08-10 04:31:16,57.8406,108.3492,66.6,55,100,8.14,overcast clouds
585,Zhezkazgan,2022-08-10 04:31:16,47.8043,67.7144,66.18,72,20,13.42,few clouds
586,Sangar,2022-08-10 04:31:17,63.9242,127.4739,71.91,53,2,10.04,clear sky
587,Moron,2022-08-10 04:31:17,-34.6534,-58.6198,51.55,77,2,5.68,clear sky
588,Gornopravdinsk,2022-08-10 04:31:15,60.05,69.9,72.36,52,51,9.66,broken clouds
589,Umm Lajj,2022-08-10 04:31:18,25.0213,37.2685,87.87,75,60,7.2,broken clouds
590,Acarau,2022-08-10 04:31:18,-2.8856,-40.12,75.76,87,43,13.8,scattered clouds
591,Dingle,2022-08-10 04:31:18,10.9995,122.6711,84.13,75,98,3.22,overcast clouds
592,Dartford,2022-08-10 04:31:19,51.4435,0.2196,62.42,90,49,3.44,scattered clouds
593,Arenapolis,2022-08-10 04:31:19,-14.4503,-56.8461,60.24,90,100,8.05,overcast clouds
594,Hovd,2022-08-10 04:31:19,48.0056,91.6419,79.36,23,30,8.77,scattered clouds
595,Laranja Da Terra,2022-08-10 04:32:20,-19.8989,-41.0567,65.52,97,95,2.19,overcast clouds
596,Coos Bay,2022-08-10 04:32:20,43.3665,-124.2179,62.58,88,100,6.91,overcast clouds
597,Kirakira,2022-08-10 04:32:21,-10.4544,161.9205,82.04,77,58,2.82,broken clouds
598,Moerai,2022-08-10 04:32:21,-22.4333,-151.3333,71.78,76,5,15.64,clear sky
599,Aasiaat,2022-08-10 04:32:22,68.7098,-52.8699,36.68,98,100,8.23,light rain
600,Chornobay,2022-08-10 04:32:22,49.6708,32.3239,66.87,72,57,13.51,broken clouds
601,Quang Ngai,2022-08-10 04:27:55,15.1167,108.8,86.05,67,100,1.43,overcast clouds
602,Pangnirtung,2022-08-10 04:32:23,66.1451,-65.7125,46.24,78,48,3.0,scattered clouds
603,Kabanjahe,2022-08-10 04:32:04,3.1001,98.4908,80.02,43,87,2.82,overcast clouds
604,Saryozek,2022-08-10 04:32:23,44.3583,77.9753,79.07,32,87,6.11,overcast clouds
605,Jibuti,2022-08-10 04:32:24,11.5,42.5,80.33,59,100,7.11,overcast clouds
606,Maryborough,2022-08-10 04:32:24,-25.5333,152.7,66.11,59,60,9.26,broken clouds
607,Teknaf,2022-08-10 04:32:25,20.8624,92.3058,78.22,91,100,17.69,overcast clouds
608,The Valley,2022-08-10 04:32:25,18.217,-63.0578,82.09,75,97,20.78,overcast clouds
609,Arandis,2022-08-10 04:32:26,-22.4167,14.9667,53.87,54,0,1.9,clear sky
610,Tura,2022-08-10 04:32:26,25.5198,90.2201,83.26,68,100,7.65,overcast clouds
611,Verkhoturye,2022-08-10 04:32:27,58.8627,60.8054,66.31,89,100,1.05,overcast clouds
612,Lompoc,2022-08-10 04:32:27,34.6391,-120.4579,65.01,86,0,9.22,clear sky
613,Rafaela,2022-08-10 04:32:28,-31.2503,-61.4867,46.98,64,53,5.14,broken clouds
614,Suntar,2022-08-10 04:32:28,62.1444,117.6319,71.6,46,75,6.89,broken clouds
615,Tigil,2022-08-10 04:32:29,57.8,158.6667,56.46,91,100,11.3,light rain
616,Tecoanapa,2022-08-10 04:32:29,16.5167,-98.75,77.99,83,94,6.08,overcast clouds
617,Gisborne,2022-08-10 04:32:30,-38.6533,178.0042,49.48,73,93,11.36,overcast clouds
618,Jasper,2022-08-10 04:30:28,37.2001,-94.3502,77.05,81,0,5.75,clear sky
619,Fredericksburg,2022-08-10 04:32:12,38.3032,-77.4605,80.26,82,0,0.0,clear sky
620,Montes Altos,2022-08-10 04:32:30,-5.8333,-47.0667,73.11,43,4,5.77,clear sky
621,Champerico,2022-08-10 04:32:31,14.3,-91.9167,78.1,82,99,8.7,overcast clouds
622,Svetlogorsk,2022-08-10 04:28:37,52.6333,29.7333,57.06,82,7,5.26,clear sky
623,Matagami,2022-08-10 04:29:18,49.7502,-77.6328,62.71,59,0,10.36,clear sky
624,Querfurt,2022-08-10 04:32:31,51.3833,11.6,60.01,67,8,3.94,clear sky
625,Loandjili,2022-08-10 04:32:32,-4.7561,11.8578,68.11,94,20,2.3,mist
626,Ketchikan,2022-08-10 04:32:32,55.3422,-131.6461,66.67,52,0,8.05,clear sky
627,Aykhal,2022-08-10 04:32:33,66.0,111.5,64.47,61,100,10.42,overcast clouds
628,Clarksburg,2022-08-10 04:32:33,39.2807,-80.3445,73.85,95,20,3.44,few clouds
629,Kisanga,2022-08-10 04:32:34,-7.4362,37.7034,69.82,66,87,2.28,overcast clouds
630,Praia Da Vitoria,2022-08-10 04:32:34,38.7333,-27.0667,70.05,88,40,8.1,scattered clouds
631,Kilindoni,2022-08-10 04:32:34,-7.9139,39.6668,76.35,69,87,10.58,overcast clouds
632,Beloye,2022-08-10 04:32:35,48.4952,39.0505,82.0,29,4,6.73,clear sky
633,Karatau,2022-08-10 04:32:35,43.1667,70.4667,82.11,24,0,8.99,clear sky
634,Juwana,2022-08-10 04:32:36,-6.715,111.1514,92.26,45,81,4.32,broken clouds
635,Port Augusta,2022-08-10 04:32:36,-32.5,137.7667,62.24,40,100,25.68,overcast clouds
636,Kudowa-Zdroj,2022-08-10 04:32:36,50.443,16.244,58.08,74,58,3.2,broken clouds
637,Annau,2022-08-10 04:32:37,37.8876,58.516,83.7,26,40,4.61,scattered clouds
638,Okakarara,2022-08-10 04:33:38,-20.5833,17.4333,51.03,34,0,3.15,clear sky
639,Lubango,2022-08-10 04:33:38,-14.9172,13.4925,56.37,23,0,3.49,clear sky
640,Elizabeth City,2022-08-10 04:33:38,36.2946,-76.2511,82.42,83,0,12.66,clear sky
641,Kalmunai,2022-08-10 04:33:39,7.4167,81.8167,89.1,43,99,2.57,overcast clouds
642,Thunder Bay,2022-08-10 04:33:39,48.4001,-89.3168,69.71,73,20,6.91,few clouds
643,Verkhovazhye,2022-08-10 04:33:40,60.7472,42.0465,57.18,92,99,3.27,light rain
644,Luz,2022-08-10 04:33:40,-19.8014,-45.6856,68.49,58,94,4.83,overcast clouds
645,Motygino,2022-08-10 04:33:41,58.1831,94.7592,62.4,91,97,3.58,light rain
646,Boende,2022-08-10 04:33:41,-0.2167,20.8667,72.09,80,41,3.53,scattered clouds
647,Valentin Gomez Farias,2022-08-10 04:33:41,28.2167,-106.5833,73.26,44,75,4.47,broken clouds
648,Cap Malheureux,2022-08-10 04:33:42,-19.9842,57.6142,70.47,55,66,11.01,broken clouds
649,Kyra,2022-08-10 04:33:42,49.5776,111.9753,71.87,38,2,4.36,clear sky
650,Novobiryusinskiy,2022-08-10 04:33:43,56.9578,97.7076,66.51,69,100,7.52,light rain
651,Hambantota,2022-08-10 04:33:43,6.1241,81.1185,86.34,70,20,12.66,few clouds
652,Ormara,2022-08-10 04:33:43,25.2088,64.6357,87.06,67,70,3.71,broken clouds
653,Zurrieq,2022-08-10 04:33:44,35.8311,14.4742,78.96,89,20,4.61,few clouds
654,Linxia,2022-08-10 04:33:44,35.6003,103.2064,81.12,60,98,5.44,overcast clouds
655,Hays,2022-08-10 04:33:45,30.0502,-98.0336,87.15,63,17,5.01,few clouds
656,Palu,2022-08-10 04:33:45,-0.8917,119.8707,85.26,75,58,3.18,broken clouds
657,Banda Aceh,2022-08-10 04:33:45,5.5577,95.3222,86.34,63,100,12.1,overcast clouds
658,Teteles,2022-08-10 04:33:46,19.8667,-97.4333,56.14,91,65,3.51,broken clouds
659,Santa Lucia,2022-08-10 04:33:34,27.9117,-15.5407,63.72,73,20,24.16,few clouds
660,Dabakala,2022-08-10 04:33:46,8.3667,-4.4333,72.66,87,99,6.67,overcast clouds
661,Uruguaiana,2022-08-10 04:33:47,-29.7547,-57.0883,48.13,87,0,11.5,clear sky
662,Chizhou,2022-08-10 04:33:47,30.6578,117.4831,101.98,38,100,2.64,overcast clouds
663,Ratnagiri,2022-08-10 04:33:48,16.9833,73.3,81.34,84,79,21.23,broken clouds
664,Seka,2022-08-10 04:33:48,17.9285,103.9552,83.34,74,99,5.75,moderate rain
665,Fairview,2022-08-10 04:32:49,40.8126,-73.999,83.46,72,75,8.05,broken clouds
666,Sheridan,2022-08-10 04:33:48,44.8333,-106.9173,74.91,46,0,6.91,clear sky
667,Ler,2022-08-10 04:33:49,8.3018,30.1418,73.02,94,100,3.8,overcast clouds
668,Tulare,2022-08-10 04:32:41,36.2666,-118.8009,78.13,40,22,1.01,few clouds
669,Ziro,2022-08-10 04:33:49,27.6333,93.8333,59.74,90,100,2.82,light rain
670,Ballina,2022-08-10 04:33:50,-28.8667,153.5667,64.02,66,67,13.73,broken clouds
671,Dire,2022-08-10 04:33:50,12.2833,-10.9667,73.36,96,85,1.12,moderate rain
672,Ukiah,2022-08-10 04:30:37,39.1502,-123.2078,67.89,56,0,4.61,clear sky
673,Nyrob,2022-08-10 04:33:51,60.733,56.7202,67.98,68,100,2.62,overcast clouds
674,Levikha,2022-08-10 04:33:51,57.5836,59.9003,73.13,60,100,1.99,overcast clouds
675,Vao,2022-08-10 04:33:51,-22.6667,167.4833,67.39,61,3,19.86,clear sky
676,Saint Anthony,2022-08-10 04:33:52,45.0205,-93.218,71.49,82,0,0.0,clear sky
677,Tazovskiy,2022-08-10 04:33:52,67.4667,78.7,52.18,63,57,14.38,broken clouds
678,Maningrida,2022-08-10 04:33:53,-12.0667,134.2667,86.54,50,2,12.62,clear sky
679,Mezen,2022-08-10 04:33:53,65.8522,44.24,58.57,64,82,4.0,broken clouds
680,San Cristobal,2022-08-10 04:33:53,7.7669,-72.225,69.98,96,99,2.98,overcast clouds
681,Hualmay,2022-08-10 04:33:54,-11.0964,-77.6139,61.0,83,33,7.07,scattered clouds
682,Emba,2022-08-10 04:33:54,48.8264,58.1442,78.12,33,0,7.05,clear sky
683,Ilebo,2022-08-10 04:33:55,-4.3167,20.5833,68.74,39,43,0.49,scattered clouds
684,Ha Giang,2022-08-10 04:33:55,22.8333,104.9833,97.27,44,98,2.48,overcast clouds
685,Magadi,2022-08-10 04:33:56,12.9667,77.2333,75.36,70,100,18.75,overcast clouds
686,Yambio,2022-08-10 04:34:56,4.5721,28.3955,68.32,96,99,2.8,overcast clouds
687,Carauari,2022-08-10 04:34:57,-4.8828,-66.8958,74.57,84,99,0.78,overcast clouds
688,Doha,2022-08-10 04:34:12,25.2867,51.5333,98.58,49,79,5.75,broken clouds
689,Jiwani,2022-08-10 04:34:57,25.05,61.7417,87.35,67,100,5.35,overcast clouds
690,Northam,2022-08-10 04:34:58,51.0333,-4.2167,60.39,73,5,5.99,clear sky
691,Axim,2022-08-10 04:34:58,4.8699,-2.2405,73.9,87,80,8.01,broken clouds
